College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Project_Rank_in_CGPA
clg0086,107.0,8.09,8.01,4.0,yes,5.0,2.0,4.0,no,1.0
clg0059,110.0,9.83,9.84,6.0,yes,7.0,5.0,4.0,no,2.0
clg0091,98.0,5.1,5.3,2.0,yes,10.0,3.0,3.0,no,1.0
clg0062,112.0,6.72,6.4,1.0,no,6.0,4.0,2.0,no,4.0
clg0099,87.0,7.55,9.69,2.0,yes,4.0,6.0,0.0,no,6.0
clg0030,94.0,7.29,7.29,4.0,no,3.0,6.0,4.0,no,2.0
clg0064,92.0,8.0,8.12,5.0,no,7.0,8.0,4.0,yes,2.0
clg0078,94.0,6.35,6.8,3.0,no,3.0,5.0,1.0,no,5.0
clg0076,72.0,5.47,5.93,5.0,yes,9.0,10.0,5.0,no,1.0
clg0062,112.0,6.15,5.91,1.0,no,5.0,10.0,4.0,yes,2.0
clg0062,100.0,5.27,5.55,8.0,no,4.0,2.0,4.0,no,2.0
clg0036,102.0,8.67,7.56,10.0,yes,8.0,6.0,3.0,no,3.0
clg0011,121.0,7.55,5.06,5.0,no,5.0,6.0,2.0,no,3.0
clg0062,99.0,9.11,9.37,10.0,no,10.0,6.0,5.0,yes,1.0
clg0008,99.0,7.41,6.95,8.0,yes,5.0,6.0,3.0,no,3.0
clg0068,112.0,5.74,5.74,2.0,no,8.0,4.0,3.0,no,3.0
clg0037,100.0,6.97,6.85,8.0,no,3.0,9.0,4.0,no,2.0
clg0027,105.0,9.08,9.51,5.0,no,7.0,5.0,2.0,no,4.0
clg0030,102.0,5.1,5.04,3.0,no,8.0,7.0,5.0,no,1.0
clg0038,114.0,8.95,9.15,5.0,no,4.0,3.0,4.0,yes,2.0
clg0095,122.0,8.16,8.58,9.0,no,9.0,8.0,3.0,yes,3.0
clg0086,99.0,8.56,8.36,2.0,yes,3.0,6.0,0.0,yes,5.0
clg0015,84.0,9.9,10.35,10.0,yes,10.0,7.0,2.0,no,2.0
clg0042,90.0,7.84,7.56,6.0,no,5.0,7.0,0.0,no,6.0
clg0003,90.0,8.19,8.5,2.0,yes,7.0,6.0,0.0,no,5.0
clg0082,104.0,8.13,8.12,1.0,yes,2.0,5.0,3.0,no,3.0
clg0093,73.0,5.4,5.89,7.0,yes,7.0,1.0,1.0,no,5.0
clg0022,94.0,9.11,9.31,3.0,no,6.0,6.0,4.0,no,2.0
clg0022,99.0,7.09,7.56,8.0,no,1.0,4.0,1.0,no,5.0
clg0073,120.0,5.19,7.56,1.0,yes,1.0,7.0,0.0,no,6.0
clg0023,117.0,7.94,7.56,9.0,no,1.0,3.0,4.0,no,2.0
clg0072,109.0,5.33,5.5,2.0,no,4.0,9.0,2.0,no,3.0
clg0046,84.0,5.54,5.4,3.0,yes,6.0,2.0,2.0,no,4.0
clg0062,107.0,6.46,6.71,9.0,no,6.0,7.0,3.0,no,3.0
clg0049,99.0,7.55,8.72,4.0,no,1.0,10.0,2.0,yes,4.0
clg0062,114.0,8.61,8.12,3.0,no,0.0,6.0,1.0,no,5.0
clg0024,126.0,5.13,5.63,3.0,no,5.0,7.0,2.0,no,3.0
clg0054,101.0,9.85,10.22,5.0,no,2.0,2.0,4.0,no,2.0
clg0025,87.0,6.35,5.95,1.0,no,4.0,6.0,2.0,no,4.0
clg0051,110.0,5.55,5.47,6.0,yes,4.0,3.0,2.0,no,4.0
clg0013,99.0,7.55,6.72,7.0,yes,2.0,5.0,3.0,no,3.0
clg0077,84.0,6.13,6.41,5.0,yes,8.0,8.0,0.0,no,5.0
clg0060,77.0,8.04,8.51,10.0,no,0.0,10.0,5.0,yes,1.0
clg0083,64.0,9.33,9.13,7.0,no,5.0,5.0,0.0,no,5.0
clg0036,107.0,5.2,4.74,5.0,no,7.0,3.0,0.0,no,2.0
clg0061,97.0,8.36,8.25,6.0,yes,7.0,4.0,3.0,no,2.0
clg0062,127.0,8.89,8.72,10.0,no,3.0,5.0,2.0,yes,4.0
clg0040,69.0,6.37,6.13,1.0,yes,2.0,1.0,1.0,no,5.0
clg0087,95.0,7.98,7.62,8.0,no,9.0,9.0,5.0,no,1.0
clg0040,101.0,7.79,8.03,8.0,yes,2.0,2.0,3.0,no,3.0
clg0075,122.0,7.34,7.04,1.0,yes,7.0,9.0,0.0,no,6.0
clg0041,106.0,8.57,8.37,1.0,no,0.0,6.0,3.0,yes,3.0
clg0056,108.0,9.71,9.38,2.0,yes,9.0,1.0,5.0,no,1.0
clg0086,107.0,7.61,7.56,2.0,no,7.0,6.0,4.0,no,2.0
clg0098,101.0,8.61,8.7,4.0,yes,10.0,4.0,0.0,no,6.0
clg0039,108.0,7.55,8.35,6.0,no,6.0,5.0,3.0,no,3.0
clg0077,91.0,7.68,8.08,1.0,yes,4.0,2.0,1.0,no,4.0
clg0007,99.0,6.89,7.56,7.0,no,5.0,6.0,1.0,no,5.0
clg0003,100.0,7.02,6.92,4.0,yes,3.0,6.0,0.0,no,6.0
clg0026,106.0,5.54,5.05,7.0,yes,5.0,4.0,0.0,no,6.0
clg0056,104.0,9.49,9.85,5.0,no,9.0,2.0,3.0,no,3.0
clg0062,109.0,6.34,6.55,6.0,no,1.0,9.0,0.0,no,6.0
clg0062,91.0,6.65,7.14,1.0,no,3.0,9.0,1.0,no,5.0
clg0092,92.0,8.64,9.0,7.0,yes,3.0,6.0,0.0,no,5.0
clg0058,104.0,7.66,7.65,3.0,no,3.0,5.0,4.0,no,2.0
clg0023,100.0,9.58,9.68,3.0,yes,5.0,6.0,1.0,no,5.0
clg0010,80.0,7.55,9.36,8.0,yes,2.0,1.0,0.0,no,5.0
clg0009,105.0,5.23,5.4,8.0,no,5.0,3.0,2.0,no,4.0
clg0027,99.0,5.29,5.42,3.0,yes,3.0,6.0,4.0,no,2.0
clg0082,99.0,6.83,7.09,1.0,yes,5.0,7.0,3.0,no,3.0
clg0085,100.0,9.5,9.29,8.0,yes,1.0,4.0,1.0,no,5.0
clg0033,103.0,8.81,8.57,10.0,no,3.0,5.0,5.0,no,1.0
clg0062,137.0,7.55,7.56,4.0,yes,9.0,1.0,2.0,no,4.0
clg0090,91.0,8.77,8.36,1.0,no,9.0,9.0,5.0,yes,1.0
clg0034,87.0,8.6,8.18,5.0,no,8.0,3.0,4.0,no,2.0
clg0062,108.0,9.79,9.41,6.0,no,1.0,2.0,0.0,no,6.0
clg0079,99.0,9.88,10.05,10.0,no,1.0,5.0,1.0,no,3.0
clg0014,122.0,6.22,7.56,8.0,yes,1.0,3.0,2.0,no,4.0
clg0026,99.0,7.4,7.56,10.0,no,9.0,3.0,5.0,no,1.0
clg0021,99.0,8.06,8.51,3.0,no,1.0,7.0,3.0,no,3.0
clg0013,93.0,9.3,9.6,6.0,no,8.0,6.0,3.0,no,3.0
clg0087,92.0,5.33,5.01,9.0,no,3.0,6.0,4.0,no,1.0
clg0078,99.0,5.74,5.45,6.0,no,2.0,10.0,0.0,no,6.0
clg0038,110.0,9.28,8.84,1.0,no,2.0,8.0,0.0,no,6.0
clg0023,102.0,7.55,7.85,9.0,yes,7.0,4.0,0.0,no,5.0
clg0065,87.0,9.54,9.17,7.0,no,5.0,1.0,1.0,no,5.0
clg0073,92.0,6.74,6.55,3.0,no,5.0,1.0,4.0,no,2.0
clg0051,106.0,8.5,8.23,5.0,no,3.0,9.0,4.0,yes,1.0
clg0069,101.0,6.62,6.72,7.0,yes,1.0,1.0,4.0,no,2.0
clg0075,94.0,9.83,10.29,1.0,yes,1.0,9.0,5.0,yes,1.0
clg0087,94.0,7.6,7.15,3.0,no,8.0,3.0,2.0,no,3.0
clg0062,119.0,5.18,5.17,8.0,no,10.0,1.0,1.0,no,5.0
clg0033,81.0,9.61,7.56,4.0,no,6.0,3.0,1.0,no,5.0
clg0016,89.0,7.47,7.65,5.0,yes,0.0,10.0,0.0,no,6.0
clg0018,75.0,7.55,8.44,2.0,yes,2.0,4.0,2.0,no,4.0
clg0062,69.0,9.32,9.06,3.0,no,6.0,6.0,3.0,yes,3.0
clg0075,109.0,9.14,9.04,2.0,no,8.0,6.0,3.0,no,3.0
clg0036,92.0,6.88,6.6,1.0,no,0.0,9.0,1.0,no,5.0
clg0075,77.0,9.62,9.9,6.0,yes,4.0,10.0,2.0,yes,4.0
clg0014,85.0,5.52,5.96,2.0,yes,0.0,5.0,1.0,no,5.0
clg0062,76.0,5.69,5.74,5.0,no,4.0,5.0,5.0,no,1.0
clg0098,111.0,8.4,8.29,8.0,no,3.0,6.0,1.0,no,5.0
clg0035,89.0,7.83,7.36,8.0,no,2.0,6.0,5.0,no,1.0
clg0097,92.0,7.16,6.66,5.0,no,5.0,8.0,1.0,no,5.0
clg0067,99.0,5.34,5.11,5.0,no,1.0,9.0,1.0,no,4.0
clg0021,110.0,5.36,5.7,3.0,no,9.0,4.0,2.0,no,4.0
clg0063,99.0,9.6,9.41,8.0,no,8.0,6.0,2.0,no,4.0
clg0056,97.0,9.66,7.56,8.0,no,0.0,10.0,3.0,yes,3.0
clg0050,92.0,7.52,7.22,2.0,yes,4.0,1.0,0.0,no,6.0
clg0003,99.0,9.74,10.11,6.0,no,5.0,1.0,5.0,no,1.0
clg0065,95.0,9.75,7.56,10.0,yes,6.0,8.0,2.0,yes,4.0
clg0036,101.0,7.23,6.95,8.0,no,2.0,7.0,4.0,no,2.0
clg0001,70.0,7.05,7.03,9.0,yes,5.0,6.0,4.0,no,2.0
clg0061,76.0,5.12,7.56,2.0,yes,1.0,6.0,2.0,no,4.0
clg0021,105.0,8.05,7.65,3.0,yes,5.0,4.0,1.0,no,5.0
clg0089,100.0,7.46,7.8,6.0,yes,3.0,3.0,5.0,no,1.0
clg0041,117.0,6.8,7.06,7.0,yes,9.0,6.0,1.0,no,5.0
clg0063,99.0,7.55,9.18,10.0,no,7.0,8.0,4.0,yes,2.0
clg0062,88.0,6.81,6.88,6.0,no,7.0,1.0,0.0,no,6.0
clg0087,115.0,9.12,8.63,1.0,yes,0.0,10.0,5.0,yes,1.0
clg0089,98.0,7.27,7.2,2.0,no,5.0,10.0,1.0,no,5.0
clg0043,68.0,6.78,6.79,6.0,yes,8.0,2.0,5.0,no,1.0
clg0062,105.0,7.91,8.36,3.0,no,1.0,4.0,2.0,no,4.0
clg0058,91.0,9.61,9.68,5.0,yes,8.0,9.0,1.0,no,5.0
clg0061,99.0,7.55,7.56,2.0,no,0.0,6.0,2.0,no,4.0
clg0062,99.0,7.55,9.34,5.0,no,6.0,8.0,4.0,yes,2.0
clg0012,108.0,5.04,7.56,9.0,yes,10.0,1.0,5.0,no,1.0
clg0082,92.0,9.26,8.95,8.0,yes,7.0,1.0,3.0,no,3.0
clg0094,79.0,5.28,5.0,5.0,no,9.0,8.0,0.0,no,3.0
clg0084,76.0,9.07,9.39,7.0,no,1.0,10.0,5.0,yes,1.0
clg0032,107.0,8.99,8.81,4.0,yes,9.0,3.0,1.0,no,5.0
clg0037,99.0,8.12,7.69,7.0,no,3.0,3.0,5.0,no,1.0
clg0062,99.0,7.46,7.39,8.0,no,0.0,6.0,4.0,no,2.0
clg0077,99.0,7.28,6.85,3.0,yes,9.0,7.0,1.0,no,4.0
clg0044,89.0,5.76,5.81,1.0,yes,2.0,5.0,4.0,no,2.0
clg0010,132.0,5.75,7.56,9.0,yes,2.0,8.0,2.0,yes,4.0
clg0038,116.0,6.37,6.72,6.0,no,3.0,2.0,3.0,no,3.0
clg0062,101.0,5.03,5.21,4.0,yes,0.0,6.0,3.0,no,2.0
clg0097,99.0,6.21,6.13,10.0,yes,10.0,6.0,1.0,no,5.0
clg0029,113.0,9.47,9.64,8.0,yes,4.0,9.0,3.0,yes,2.0
clg0080,103.0,6.12,6.15,6.0,yes,0.0,9.0,0.0,no,5.0
clg0063,96.0,8.5,8.3,10.0,yes,2.0,9.0,0.0,no,6.0
clg0052,84.0,9.01,9.15,2.0,yes,1.0,4.0,2.0,no,4.0
clg0095,92.0,9.43,9.87,8.0,no,0.0,5.0,4.0,no,2.0
clg0062,121.0,7.61,7.77,9.0,no,0.0,9.0,5.0,yes,1.0
clg0065,99.0,9.54,9.12,6.0,no,3.0,7.0,3.0,no,3.0
clg0072,91.0,6.1,6.43,4.0,no,5.0,7.0,5.0,no,1.0
clg0093,75.0,8.45,8.85,9.0,no,6.0,8.0,3.0,yes,3.0
clg0095,92.0,8.09,8.25,7.0,yes,7.0,9.0,0.0,no,5.0
clg0075,95.0,9.69,9.46,5.0,yes,5.0,1.0,1.0,no,5.0
clg0030,104.0,7.59,7.42,9.0,no,9.0,1.0,2.0,no,4.0
clg0032,115.0,9.08,9.58,9.0,no,7.0,7.0,4.0,yes,2.0
clg0030,101.0,7.96,8.22,2.0,yes,5.0,10.0,0.0,no,6.0
clg0074,107.0,8.72,7.56,1.0,yes,3.0,4.0,5.0,no,1.0
clg0093,97.0,6.53,6.17,7.0,no,5.0,4.0,3.0,no,3.0
clg0016,87.0,7.55,7.86,3.0,no,6.0,4.0,3.0,no,2.0
clg0015,77.0,9.77,9.53,3.0,no,2.0,5.0,0.0,no,6.0
clg0081,102.0,7.55,5.96,1.0,no,9.0,6.0,5.0,no,1.0
clg0091,105.0,7.68,7.82,5.0,no,5.0,6.0,4.0,no,2.0
clg0045,99.0,9.24,8.81,3.0,no,4.0,10.0,5.0,no,1.0
clg0085,99.0,7.65,7.83,2.0,no,0.0,6.0,1.0,no,5.0
clg0083,60.0,8.28,7.56,3.0,no,4.0,5.0,3.0,no,3.0
clg0062,99.0,5.83,5.57,7.0,no,7.0,9.0,2.0,no,4.0
clg0003,94.0,7.57,7.72,8.0,no,5.0,4.0,1.0,no,5.0
clg0052,112.0,7.87,7.56,8.0,no,7.0,5.0,1.0,no,5.0
clg0032,102.0,7.55,7.42,6.0,no,5.0,10.0,2.0,no,4.0
clg0050,102.0,7.01,6.62,6.0,no,5.0,6.0,0.0,no,6.0
clg0062,80.0,5.72,7.56,7.0,no,5.0,9.0,5.0,no,1.0
clg0008,95.0,7.55,6.12,1.0,no,8.0,6.0,3.0,no,3.0
clg0049,99.0,9.92,10.13,1.0,yes,4.0,7.0,0.0,no,4.0
clg0079,99.0,5.69,5.6,3.0,no,5.0,3.0,3.0,no,3.0
clg0062,93.0,9.56,9.3,7.0,yes,3.0,5.0,3.0,no,2.0
clg0020,102.0,5.58,7.56,10.0,yes,6.0,6.0,4.0,no,2.0
clg0022,96.0,5.99,6.01,3.0,no,4.0,6.0,2.0,no,4.0
clg0032,103.0,9.45,9.17,6.0,no,8.0,6.0,1.0,no,5.0
clg0069,68.0,8.0,8.26,3.0,no,2.0,6.0,1.0,no,4.0
clg0062,96.0,5.26,7.56,7.0,no,5.0,8.0,0.0,no,6.0
clg0100,99.0,5.45,5.19,7.0,no,5.0,6.0,0.0,no,6.0
clg0007,99.0,8.52,8.55,8.0,yes,9.0,10.0,5.0,yes,1.0
clg0062,85.0,9.86,9.39,5.0,no,5.0,3.0,2.0,no,4.0
clg0049,125.0,7.04,6.97,6.0,yes,8.0,10.0,5.0,yes,1.0
clg0029,104.0,9.86,9.6,6.0,yes,1.0,3.0,4.0,no,2.0
clg0088,79.0,9.91,7.56,2.0,no,2.0,2.0,0.0,no,6.0
clg0012,99.0,7.38,7.81,6.0,no,5.0,6.0,3.0,no,3.0
clg0025,80.0,9.9,10.28,8.0,no,5.0,6.0,1.0,no,3.0
clg0031,95.0,8.94,8.79,8.0,yes,0.0,1.0,2.0,no,4.0
clg0078,106.0,8.29,8.18,5.0,no,3.0,6.0,0.0,no,6.0
clg0094,85.0,9.87,10.17,10.0,no,5.0,2.0,2.0,no,3.0
clg0018,89.0,7.55,7.49,1.0,yes,9.0,8.0,1.0,no,5.0
clg0098,106.0,7.55,7.56,6.0,no,5.0,7.0,0.0,no,6.0
clg0042,123.0,7.55,6.36,7.0,no,5.0,8.0,0.0,no,4.0
clg0087,114.0,9.8,9.37,10.0,no,9.0,6.0,2.0,yes,4.0
clg0096,113.0,9.69,9.91,3.0,no,10.0,1.0,5.0,yes,1.0
clg0062,87.0,7.55,7.17,6.0,yes,3.0,7.0,4.0,no,2.0
clg0058,75.0,9.9,9.47,2.0,no,1.0,3.0,1.0,no,5.0
clg0052,89.0,9.92,9.48,5.0,no,4.0,4.0,5.0,no,1.0
clg0062,101.0,6.83,7.56,10.0,no,9.0,4.0,5.0,no,1.0
clg0062,120.0,8.31,8.76,10.0,no,5.0,7.0,0.0,no,5.0
clg0066,96.0,7.92,8.11,10.0,no,5.0,8.0,0.0,no,6.0
clg0026,99.0,7.7,7.63,5.0,no,9.0,9.0,5.0,no,1.0
clg0084,115.0,7.55,9.4,2.0,no,0.0,6.0,1.0,no,5.0
clg0034,90.0,7.55,5.59,1.0,no,8.0,10.0,4.0,no,2.0
clg0011,96.0,7.51,7.38,7.0,no,3.0,8.0,2.0,no,3.0
clg0094,99.0,6.46,6.31,1.0,yes,0.0,10.0,3.0,no,3.0
clg0084,99.0,7.48,7.11,2.0,no,9.0,8.0,1.0,no,5.0
clg0062,81.0,5.42,5.56,10.0,no,1.0,6.0,1.0,no,5.0
clg0051,131.0,7.1,7.43,8.0,no,1.0,7.0,3.0,no,3.0
clg0020,112.0,8.78,9.0,6.0,yes,7.0,2.0,1.0,no,4.0
clg0063,126.0,7.55,7.49,6.0,no,2.0,2.0,2.0,no,4.0
clg0034,122.0,7.55,6.34,5.0,no,1.0,3.0,5.0,no,1.0
clg0025,98.0,7.55,5.25,10.0,no,7.0,6.0,5.0,no,1.0
clg0075,119.0,5.69,5.59,3.0,yes,9.0,6.0,4.0,no,2.0
clg0014,124.0,5.4,5.82,10.0,yes,5.0,9.0,0.0,no,5.0
clg0019,112.0,7.14,6.95,4.0,no,5.0,10.0,3.0,yes,3.0
clg0053,74.0,6.99,7.31,7.0,no,0.0,1.0,2.0,no,4.0
clg0087,63.0,6.56,6.65,4.0,no,9.0,5.0,0.0,no,6.0
clg0059,99.0,8.87,7.56,2.0,yes,9.0,8.0,2.0,no,4.0
clg0062,99.0,5.0,4.61,8.0,no,7.0,3.0,1.0,no,3.0
clg0015,127.0,6.44,6.49,3.0,no,10.0,7.0,2.0,no,4.0
clg0094,98.0,6.94,6.96,3.0,no,2.0,6.0,0.0,no,5.0
clg0062,97.0,9.23,8.74,2.0,yes,2.0,8.0,5.0,yes,1.0
clg0064,99.0,6.91,7.25,7.0,yes,3.0,5.0,1.0,no,3.0
clg0072,108.0,8.21,8.5,1.0,no,6.0,8.0,2.0,yes,3.0
clg0052,82.0,7.26,7.69,5.0,yes,8.0,6.0,1.0,no,4.0
clg0062,88.0,8.79,9.2,7.0,no,1.0,7.0,4.0,no,2.0
clg0083,97.0,7.02,6.86,7.0,yes,5.0,5.0,0.0,no,6.0
clg0007,69.0,7.55,9.16,8.0,no,2.0,10.0,1.0,no,4.0
clg0042,96.0,7.55,7.56,5.0,yes,4.0,6.0,2.0,no,4.0
clg0059,99.0,7.14,7.14,3.0,no,6.0,6.0,0.0,no,6.0
clg0066,96.0,5.88,7.56,5.0,yes,8.0,10.0,3.0,no,3.0
clg0056,71.0,8.06,8.1,8.0,no,6.0,10.0,1.0,no,5.0
clg0080,82.0,5.74,5.37,4.0,no,6.0,6.0,3.0,no,2.0
clg0001,82.0,6.86,7.24,4.0,no,2.0,1.0,1.0,no,4.0
clg0015,74.0,7.13,6.95,9.0,no,5.0,5.0,3.0,no,3.0
clg0006,98.0,5.17,4.88,3.0,no,10.0,5.0,1.0,no,3.0
clg0014,96.0,6.6,6.41,6.0,yes,5.0,3.0,2.0,no,4.0
clg0087,99.0,7.36,7.56,9.0,yes,7.0,6.0,1.0,no,5.0
clg0016,122.0,7.55,6.0,6.0,no,1.0,3.0,0.0,no,6.0
clg0093,121.0,5.55,5.36,4.0,no,5.0,4.0,2.0,no,4.0
clg0063,88.0,9.59,9.86,1.0,yes,8.0,1.0,1.0,no,5.0
clg0056,127.0,5.13,5.62,7.0,no,9.0,5.0,1.0,no,5.0
clg0077,83.0,7.55,9.07,10.0,yes,5.0,9.0,3.0,no,3.0
clg0096,99.0,6.67,6.98,8.0,no,8.0,10.0,1.0,no,5.0
clg0018,104.0,6.19,5.8,3.0,yes,9.0,9.0,4.0,no,2.0
clg0022,126.0,6.73,6.96,9.0,no,9.0,7.0,1.0,no,4.0
clg0058,120.0,6.98,7.56,3.0,no,2.0,3.0,3.0,no,3.0
clg0064,119.0,8.43,8.37,6.0,no,4.0,5.0,3.0,no,3.0
clg0066,99.0,6.68,6.33,1.0,no,5.0,1.0,3.0,no,3.0
clg0037,101.0,6.26,6.24,6.0,no,3.0,2.0,3.0,no,2.0
clg0062,99.0,8.74,8.68,1.0,yes,6.0,6.0,5.0,yes,1.0
clg0071,97.0,5.92,5.53,7.0,yes,1.0,5.0,1.0,no,5.0
clg0076,104.0,8.44,7.56,3.0,yes,3.0,7.0,2.0,no,4.0
clg0087,121.0,9.34,9.23,5.0,no,5.0,6.0,3.0,yes,3.0
clg0031,88.0,7.73,7.76,5.0,yes,5.0,9.0,0.0,no,6.0
clg0040,94.0,8.59,8.46,7.0,no,9.0,3.0,4.0,no,2.0
clg0058,78.0,9.31,9.5,6.0,yes,6.0,6.0,1.0,no,5.0
clg0070,91.0,8.07,8.22,6.0,yes,10.0,3.0,5.0,no,1.0
clg0032,88.0,7.55,7.29,7.0,no,8.0,9.0,3.0,no,3.0
clg0062,108.0,7.08,7.12,2.0,yes,5.0,6.0,2.0,no,3.0
clg0008,99.0,7.55,6.15,5.0,no,2.0,3.0,3.0,no,3.0
clg0010,96.0,5.34,7.56,6.0,no,5.0,6.0,3.0,no,3.0
clg0075,124.0,6.48,6.82,10.0,no,2.0,4.0,5.0,no,1.0
clg0045,109.0,8.95,8.47,3.0,yes,5.0,7.0,2.0,no,4.0
clg0065,94.0,7.24,6.92,4.0,yes,8.0,7.0,3.0,no,3.0
clg0088,105.0,6.54,6.31,7.0,no,4.0,2.0,2.0,no,4.0
clg0070,120.0,7.55,7.56,1.0,no,5.0,2.0,1.0,no,5.0
clg0081,87.0,8.75,8.81,10.0,no,9.0,7.0,3.0,no,3.0
clg0046,104.0,9.38,9.07,9.0,yes,0.0,8.0,5.0,yes,1.0
clg0070,110.0,6.07,6.17,5.0,no,9.0,1.0,2.0,no,4.0
clg0030,77.0,6.04,5.67,7.0,yes,0.0,2.0,0.0,no,5.0
clg0025,104.0,7.85,8.0,6.0,no,4.0,7.0,0.0,no,6.0
clg0026,79.0,5.14,5.16,5.0,no,9.0,9.0,1.0,no,5.0
clg0078,113.0,9.73,9.92,7.0,yes,10.0,4.0,2.0,no,3.0
clg0099,93.0,7.58,7.28,9.0,no,4.0,9.0,5.0,no,1.0
clg0019,102.0,9.15,7.56,7.0,no,1.0,2.0,2.0,no,4.0
clg0090,114.0,6.3,6.06,10.0,no,1.0,6.0,5.0,no,1.0
clg0040,93.0,7.55,7.97,2.0,no,1.0,6.0,0.0,no,6.0
clg0007,85.0,6.53,6.64,10.0,no,3.0,6.0,1.0,no,4.0
clg0019,106.0,7.55,8.25,4.0,yes,7.0,1.0,0.0,no,5.0
clg0091,96.0,7.88,7.96,7.0,no,5.0,9.0,3.0,no,3.0
clg0096,120.0,9.85,9.4,8.0,no,0.0,10.0,2.0,yes,4.0
clg0065,89.0,8.89,8.82,3.0,yes,6.0,6.0,2.0,no,4.0
clg0007,103.0,9.91,9.75,2.0,no,5.0,6.0,3.0,no,3.0
clg0068,87.0,6.0,6.16,4.0,yes,1.0,10.0,0.0,no,6.0
clg0065,94.0,9.25,9.05,8.0,yes,9.0,1.0,0.0,no,6.0
clg0011,92.0,5.93,7.56,5.0,no,3.0,5.0,3.0,no,3.0
clg0057,77.0,9.4,9.48,8.0,yes,4.0,6.0,4.0,no,2.0
clg0080,95.0,5.67,5.58,8.0,no,5.0,10.0,2.0,no,4.0
clg0096,116.0,7.41,7.12,10.0,no,6.0,8.0,1.0,no,4.0
clg0044,118.0,6.13,6.6,1.0,no,5.0,1.0,3.0,no,3.0
clg0009,98.0,5.75,5.78,3.0,no,5.0,4.0,1.0,no,5.0
clg0062,66.0,5.75,5.6,2.0,no,8.0,8.0,3.0,no,3.0
clg0092,107.0,7.84,7.77,4.0,yes,0.0,5.0,1.0,no,4.0
clg0074,104.0,5.2,7.56,5.0,no,5.0,6.0,0.0,no,6.0
clg0066,122.0,7.55,5.87,6.0,yes,5.0,5.0,1.0,no,5.0
clg0047,102.0,7.66,7.56,9.0,yes,5.0,6.0,5.0,no,1.0
clg0039,98.0,6.69,7.56,1.0,yes,5.0,1.0,0.0,no,6.0
clg0062,66.0,6.38,7.56,2.0,no,6.0,8.0,2.0,no,4.0
clg0026,80.0,7.05,7.56,3.0,no,5.0,6.0,4.0,no,2.0
clg0095,99.0,6.51,6.56,9.0,no,10.0,1.0,0.0,no,6.0
clg0071,96.0,7.55,6.4,7.0,no,4.0,6.0,2.0,no,4.0
clg0059,94.0,6.24,6.05,3.0,no,0.0,6.0,3.0,no,3.0
clg0031,106.0,9.16,9.12,4.0,no,6.0,7.0,3.0,no,3.0
clg0050,118.0,5.58,7.56,9.0,yes,4.0,1.0,0.0,no,6.0
clg0052,105.0,8.5,8.45,3.0,no,1.0,8.0,5.0,yes,1.0
clg0079,93.0,7.57,7.28,1.0,no,10.0,7.0,2.0,no,4.0
clg0036,81.0,7.55,7.56,3.0,no,1.0,2.0,5.0,no,1.0
clg0056,95.0,9.55,9.74,8.0,no,2.0,9.0,4.0,yes,2.0
clg0059,109.0,9.12,9.3,4.0,no,0.0,7.0,1.0,no,4.0
clg0045,99.0,5.59,5.29,6.0,yes,0.0,10.0,2.0,no,4.0
clg0010,86.0,6.98,7.1,4.0,no,1.0,5.0,1.0,no,4.0
clg0018,107.0,8.18,7.88,6.0,yes,0.0,9.0,5.0,no,1.0
clg0100,80.0,5.91,5.66,1.0,no,5.0,7.0,0.0,no,6.0
clg0054,99.0,7.16,6.9,8.0,yes,1.0,6.0,0.0,no,6.0
clg0086,99.0,8.1,8.44,2.0,no,6.0,6.0,1.0,yes,5.0
clg0062,97.0,7.55,7.47,4.0,no,3.0,6.0,2.0,no,4.0
clg0037,125.0,7.9,7.61,3.0,yes,6.0,9.0,3.0,no,3.0
clg0069,82.0,8.94,8.66,3.0,no,7.0,8.0,2.0,yes,4.0
clg0062,81.0,6.69,7.56,8.0,yes,5.0,1.0,4.0,no,2.0
clg0074,107.0,6.91,6.87,2.0,no,3.0,9.0,3.0,no,3.0
clg0030,94.0,8.58,8.15,10.0,yes,8.0,10.0,3.0,yes,2.0
clg0062,99.0,9.24,9.33,2.0,yes,1.0,6.0,3.0,no,3.0
clg0062,103.0,8.45,8.85,6.0,no,9.0,6.0,1.0,no,4.0
clg0043,81.0,8.98,7.56,3.0,no,9.0,7.0,3.0,no,3.0
clg0062,104.0,5.37,5.6,3.0,yes,9.0,10.0,2.0,no,4.0
clg0036,104.0,7.55,5.56,7.0,yes,8.0,9.0,0.0,no,6.0
clg0010,91.0,9.97,10.44,7.0,no,1.0,3.0,5.0,no,1.0
clg0022,90.0,8.17,7.86,7.0,no,7.0,8.0,2.0,no,3.0
clg0084,135.0,6.56,6.32,3.0,yes,7.0,6.0,5.0,no,1.0
clg0062,101.0,5.4,5.09,2.0,yes,6.0,4.0,4.0,no,2.0
clg0058,86.0,7.55,5.74,5.0,no,9.0,3.0,4.0,no,2.0
clg0062,125.0,8.5,8.69,6.0,no,10.0,2.0,5.0,yes,1.0
clg0021,93.0,9.9,9.47,6.0,no,3.0,1.0,4.0,no,2.0
clg0059,97.0,7.1,6.89,3.0,no,5.0,2.0,1.0,no,5.0
clg0100,100.0,7.23,7.7,8.0,no,0.0,4.0,5.0,no,1.0
